2026-04-26T21:54:36.748481	user-513@adverb.in	list	policy/AUP
2026-04-27T04:31:36.748484	user-279@adverb.in	delete	policy/AUP
2026-04-26T18:21:36.748487	user-174@adverb.in	list	evidence/123
2026-04-27T01:49:36.748489	user-219@adverb.in	list	evidence/123
2026-04-26T19:04:36.748492	user-932@adverb.in	list	evidence/123
2026-04-26T13:44:36.748495	user-553@adverb.in	delete	vendor/aws
2026-04-27T05:07:36.748498	user-875@adverb.in	create	vendor/aws
2026-04-26T14:10:36.748501	user-571@adverb.in	list	policy/AUP
2026-04-26T20:58:36.748503	user-219@adverb.in	create	policy/AUP
2026-04-27T00:22:36.748506	user-748@adverb.in	update	control/CC6.1
2026-04-27T02:39:36.748509	user-522@adverb.in	create	policy/AUP
2026-04-26T13:30:36.748511	user-952@adverb.in	create	control/CC6.1
2026-04-27T03:37:36.748515	user-195@adverb.in	delete	evidence/123
2026-04-27T10:50:36.748518	user-667@adverb.in	update	vendor/aws
2026-04-27T02:43:36.748521	user-462@adverb.in	update	evidence/123
