2026-04-26T20:23:25.405970	user-656@adverb.in	read	vendor/aws
2026-04-27T05:17:25.405974	user-322@adverb.in	list	vendor/aws
2026-04-26T21:55:25.405978	user-519@adverb.in	delete	policy/AUP
2026-04-26T16:53:25.405980	user-714@adverb.in	read	control/CC6.1
2026-04-26T18:44:25.405983	user-384@adverb.in	list	control/CC6.1
2026-04-27T11:44:25.405986	user-289@adverb.in	update	policy/AUP
2026-04-26T15:07:25.405989	user-457@adverb.in	read	control/CC6.1
2026-04-27T12:18:25.405992	user-783@adverb.in	list	evidence/123
2026-04-27T02:06:25.405994	user-189@adverb.in	read	policy/AUP
2026-04-26T23:11:25.405997	user-282@adverb.in	update	evidence/123
2026-04-26T16:33:25.406000	user-776@adverb.in	list	control/CC6.1
2026-04-26T21:52:25.406003	user-867@adverb.in	list	evidence/123
2026-04-27T12:11:25.406005	user-195@adverb.in	create	evidence/123
2026-04-27T00:50:25.406008	user-488@adverb.in	read	vendor/aws
2026-04-26T18:37:25.406011	user-166@adverb.in	create	vendor/aws
