2026-04-26T22:33:24.770120	user-190@adverb.in	read	evidence/123
2026-04-27T05:50:24.770124	user-479@adverb.in	read	policy/AUP
2026-04-27T00:17:24.770127	user-510@adverb.in	list	evidence/123
2026-04-26T17:01:24.770130	user-158@adverb.in	update	vendor/aws
2026-04-26T22:25:24.770133	user-110@adverb.in	update	evidence/123
2026-04-27T06:46:24.770136	user-134@adverb.in	list	control/CC6.1
2026-04-26T16:25:24.770139	user-273@adverb.in	read	evidence/123
2026-04-27T05:15:24.770141	user-770@adverb.in	read	control/CC6.1
2026-04-27T10:27:24.770144	user-382@adverb.in	delete	evidence/123
2026-04-26T14:33:24.770147	user-504@adverb.in	delete	control/CC6.1
2026-04-26T19:44:24.770150	user-115@adverb.in	read	policy/AUP
2026-04-26T18:39:24.770152	user-391@adverb.in	list	evidence/123
2026-04-27T01:33:24.770155	user-935@adverb.in	create	control/CC6.1
2026-04-26T16:43:24.770158	user-299@adverb.in	delete	vendor/aws
2026-04-26T17:47:24.770160	user-104@adverb.in	create	control/CC6.1
