2026-04-26T16:09:36.407109	user-809@adverb.in	delete	policy/AUP
2026-04-27T02:13:36.407112	user-972@adverb.in	list	vendor/aws
2026-04-27T02:37:36.407115	user-741@adverb.in	delete	policy/AUP
2026-04-26T16:21:36.407118	user-170@adverb.in	update	evidence/123
2026-04-27T05:40:36.407121	user-864@adverb.in	read	vendor/aws
2026-04-27T10:04:36.407123	user-878@adverb.in	read	vendor/aws
2026-04-27T07:45:36.407126	user-810@adverb.in	create	policy/AUP
2026-04-27T11:51:36.407129	user-432@adverb.in	read	evidence/123
2026-04-27T01:11:36.407132	user-483@adverb.in	delete	control/CC6.1
2026-04-27T05:05:36.407134	user-643@adverb.in	delete	control/CC6.1
2026-04-27T07:37:36.407137	user-279@adverb.in	read	vendor/aws
2026-04-26T16:16:36.407139	user-799@adverb.in	update	vendor/aws
2026-04-26T17:31:36.407142	user-246@adverb.in	update	vendor/aws
2026-04-26T15:39:36.407144	user-360@adverb.in	delete	evidence/123
2026-04-26T14:40:36.407147	user-109@adverb.in	delete	evidence/123
