2026-04-26T21:51:24.477672	user-250@adverb.in	list	evidence/123
2026-04-27T08:26:24.477676	user-864@adverb.in	read	evidence/123
2026-04-27T02:52:24.477679	user-614@adverb.in	read	evidence/123
2026-04-26T17:49:24.477682	user-589@adverb.in	update	vendor/aws
2026-04-27T03:28:24.477685	user-821@adverb.in	delete	policy/AUP
2026-04-27T02:02:24.477688	user-256@adverb.in	update	control/CC6.1
2026-04-26T13:30:24.477691	user-853@adverb.in	read	control/CC6.1
2026-04-26T20:46:24.477694	user-844@adverb.in	delete	evidence/123
2026-04-26T14:54:24.477696	user-968@adverb.in	update	policy/AUP
2026-04-26T18:42:24.477699	user-501@adverb.in	create	vendor/aws
2026-04-26T14:16:24.477702	user-584@adverb.in	create	vendor/aws
2026-04-27T00:04:24.477704	user-173@adverb.in	list	evidence/123
2026-04-27T03:46:24.477707	user-813@adverb.in	update	vendor/aws
2026-04-27T10:05:24.477710	user-234@adverb.in	create	policy/AUP
2026-04-27T03:02:24.477713	user-568@adverb.in	update	control/CC6.1
