2026-04-27T13:04:36.180937	user-852@adverb.in	list	policy/AUP
2026-04-27T03:06:36.180941	user-489@adverb.in	update	vendor/aws
2026-04-27T00:27:36.180944	user-497@adverb.in	read	evidence/123
2026-04-26T13:38:36.180947	user-484@adverb.in	create	evidence/123
2026-04-26T19:56:36.180949	user-974@adverb.in	delete	vendor/aws
2026-04-27T01:45:36.180952	user-235@adverb.in	create	evidence/123
2026-04-26T18:34:36.180955	user-297@adverb.in	delete	evidence/123
2026-04-27T04:19:36.180958	user-185@adverb.in	delete	policy/AUP
2026-04-26T14:41:36.180960	user-426@adverb.in	list	policy/AUP
2026-04-27T12:38:36.180963	user-930@adverb.in	update	policy/AUP
2026-04-27T05:08:36.180966	user-176@adverb.in	update	evidence/123
2026-04-27T11:12:36.180968	user-257@adverb.in	list	control/CC6.1
2026-04-27T10:27:36.180971	user-984@adverb.in	read	policy/AUP
2026-04-27T12:58:36.180973	user-854@adverb.in	create	policy/AUP
2026-04-27T08:06:36.180976	user-696@adverb.in	delete	evidence/123
