2026-04-26T16:22:36.639555	user-792@adverb.in	create	evidence/123
2026-04-27T02:29:36.639558	user-162@adverb.in	read	policy/AUP
2026-04-27T09:03:36.639561	user-957@adverb.in	create	evidence/123
2026-04-26T17:30:36.639564	user-127@adverb.in	create	vendor/aws
2026-04-27T10:06:36.639567	user-538@adverb.in	create	evidence/123
2026-04-26T23:22:36.639570	user-459@adverb.in	read	control/CC6.1
2026-04-27T04:58:36.639573	user-340@adverb.in	create	policy/AUP
2026-04-26T13:56:36.639575	user-167@adverb.in	create	policy/AUP
2026-04-27T01:54:36.639580	user-273@adverb.in	read	evidence/123
2026-04-27T12:09:36.639582	user-571@adverb.in	delete	vendor/aws
2026-04-27T04:19:36.639585	user-120@adverb.in	delete	policy/AUP
2026-04-27T02:37:36.639588	user-486@adverb.in	list	vendor/aws
2026-04-27T02:25:36.639591	user-686@adverb.in	read	vendor/aws
2026-04-27T10:01:36.639593	user-807@adverb.in	update	evidence/123
2026-04-26T20:28:36.639596	user-614@adverb.in	create	control/CC6.1
