2026-04-27T04:15:36.610267	user-408@adverb.in	create	vendor/aws
2026-04-27T08:27:36.610270	user-164@adverb.in	update	vendor/aws
2026-04-27T04:00:36.610273	user-531@adverb.in	create	vendor/aws
2026-04-27T10:48:36.610276	user-469@adverb.in	create	control/CC6.1
2026-04-26T16:05:36.610280	user-607@adverb.in	list	control/CC6.1
2026-04-26T21:48:36.610283	user-209@adverb.in	update	evidence/123
2026-04-27T13:12:36.610286	user-505@adverb.in	create	vendor/aws
2026-04-27T02:11:36.610289	user-550@adverb.in	create	vendor/aws
2026-04-26T15:12:36.610291	user-708@adverb.in	update	evidence/123
2026-04-27T02:29:36.610294	user-717@adverb.in	update	vendor/aws
2026-04-27T02:42:36.610297	user-281@adverb.in	delete	evidence/123
2026-04-27T03:29:36.610300	user-852@adverb.in	delete	control/CC6.1
2026-04-27T02:18:36.610302	user-485@adverb.in	create	vendor/aws
2026-04-27T00:58:36.610305	user-216@adverb.in	list	control/CC6.1
2026-04-26T17:13:36.610307	user-658@adverb.in	update	policy/AUP
