2026-04-26T20:11:24.695436	user-651@adverb.in	read	vendor/aws
2026-04-27T13:00:24.695440	user-887@adverb.in	create	control/CC6.1
2026-04-27T09:05:24.695443	user-789@adverb.in	delete	policy/AUP
2026-04-27T09:16:24.695446	user-224@adverb.in	list	control/CC6.1
2026-04-26T17:27:24.695449	user-181@adverb.in	read	control/CC6.1
2026-04-26T19:14:24.695451	user-228@adverb.in	list	vendor/aws
2026-04-27T02:55:24.695454	user-237@adverb.in	create	evidence/123
2026-04-27T09:16:24.695457	user-349@adverb.in	delete	policy/AUP
2026-04-26T17:49:24.695459	user-160@adverb.in	list	evidence/123
2026-04-26T19:09:24.695462	user-916@adverb.in	read	policy/AUP
2026-04-27T11:57:24.695465	user-390@adverb.in	create	policy/AUP
2026-04-27T08:47:24.695467	user-406@adverb.in	update	vendor/aws
2026-04-27T06:21:24.695470	user-510@adverb.in	read	evidence/123
2026-04-26T13:37:24.695472	user-914@adverb.in	list	vendor/aws
2026-04-27T06:23:24.695475	user-488@adverb.in	delete	control/CC6.1
