2026-04-26T17:37:36.702991	user-992@adverb.in	update	control/CC6.1
2026-04-27T02:29:36.702996	user-461@adverb.in	create	vendor/aws
2026-04-27T03:58:36.702999	user-155@adverb.in	read	evidence/123
2026-04-27T01:38:36.703002	user-563@adverb.in	delete	policy/AUP
2026-04-26T21:23:36.703005	user-826@adverb.in	list	evidence/123
2026-04-26T22:00:36.703007	user-735@adverb.in	create	policy/AUP
2026-04-27T07:00:36.703010	user-568@adverb.in	read	policy/AUP
2026-04-27T00:05:36.703013	user-283@adverb.in	create	policy/AUP
2026-04-27T09:42:36.703016	user-268@adverb.in	create	policy/AUP
2026-04-26T13:38:36.703019	user-251@adverb.in	delete	control/CC6.1
2026-04-27T06:27:36.703021	user-633@adverb.in	read	evidence/123
2026-04-26T23:12:36.703024	user-798@adverb.in	list	control/CC6.1
2026-04-26T21:15:36.703027	user-455@adverb.in	delete	vendor/aws
2026-04-26T15:25:36.703029	user-121@adverb.in	create	control/CC6.1
2026-04-27T11:17:36.703032	user-122@adverb.in	update	evidence/123
