2026-04-26T16:56:36.210412	user-924@adverb.in	read	policy/AUP
2026-04-27T01:34:36.210416	user-645@adverb.in	delete	evidence/123
2026-04-27T11:04:36.210419	user-618@adverb.in	create	policy/AUP
2026-04-26T23:05:36.210421	user-942@adverb.in	delete	policy/AUP
2026-04-26T22:38:36.210424	user-470@adverb.in	delete	control/CC6.1
2026-04-26T22:34:36.210427	user-280@adverb.in	list	evidence/123
2026-04-26T16:24:36.210429	user-927@adverb.in	list	vendor/aws
2026-04-26T21:33:36.210432	user-546@adverb.in	list	evidence/123
2026-04-27T02:25:36.210435	user-972@adverb.in	update	policy/AUP
2026-04-27T03:54:36.210437	user-561@adverb.in	update	vendor/aws
2026-04-26T17:58:36.210440	user-724@adverb.in	delete	evidence/123
2026-04-27T12:27:36.210442	user-606@adverb.in	create	control/CC6.1
2026-04-26T20:47:36.210445	user-317@adverb.in	create	evidence/123
2026-04-27T01:48:36.210447	user-386@adverb.in	list	evidence/123
2026-04-26T18:27:36.210450	user-110@adverb.in	list	control/CC6.1
