2026-04-27T11:50:36.541913	user-381@adverb.in	delete	policy/AUP
2026-04-27T09:11:36.541917	user-563@adverb.in	update	evidence/123
2026-04-26T17:15:36.541919	user-492@adverb.in	update	policy/AUP
2026-04-27T03:42:36.541922	user-118@adverb.in	list	policy/AUP
2026-04-26T21:40:36.541925	user-391@adverb.in	update	vendor/aws
2026-04-27T12:10:36.541928	user-646@adverb.in	list	policy/AUP
2026-04-27T01:55:36.541930	user-760@adverb.in	read	policy/AUP
2026-04-26T21:23:36.541933	user-197@adverb.in	delete	evidence/123
2026-04-27T04:03:36.541936	user-424@adverb.in	create	vendor/aws
2026-04-27T10:42:36.541939	user-669@adverb.in	create	vendor/aws
2026-04-26T16:31:36.541941	user-148@adverb.in	delete	evidence/123
2026-04-26T13:39:36.541944	user-565@adverb.in	delete	policy/AUP
2026-04-27T00:40:36.541947	user-732@adverb.in	read	policy/AUP
2026-04-27T05:47:36.541949	user-148@adverb.in	read	control/CC6.1
2026-04-27T09:50:36.541952	user-430@adverb.in	delete	control/CC6.1
