2026-04-27T08:14:24.646387	user-204@adverb.in	list	control/CC6.1
2026-04-27T05:23:24.646391	user-194@adverb.in	create	evidence/123
2026-04-27T01:52:24.646395	user-183@adverb.in	delete	evidence/123
2026-04-27T11:02:24.646397	user-604@adverb.in	delete	policy/AUP
2026-04-26T19:30:24.646400	user-526@adverb.in	delete	control/CC6.1
2026-04-26T18:42:24.646403	user-942@adverb.in	read	control/CC6.1
2026-04-26T22:06:24.646406	user-262@adverb.in	read	evidence/123
2026-04-27T05:39:24.646424	user-345@adverb.in	read	policy/AUP
2026-04-27T11:37:24.646427	user-758@adverb.in	update	vendor/aws
2026-04-27T11:58:24.646430	user-143@adverb.in	update	control/CC6.1
2026-04-27T08:12:24.646432	user-991@adverb.in	update	evidence/123
2026-04-27T02:23:24.646435	user-496@adverb.in	delete	policy/AUP
2026-04-26T20:00:24.646438	user-883@adverb.in	create	vendor/aws
2026-04-27T12:36:24.646441	user-785@adverb.in	delete	policy/AUP
2026-04-27T12:02:24.646443	user-304@adverb.in	list	policy/AUP
